AiDepthScaling;AiMaxDepth;AiMinDepth;DistanceToFoodReward;CrashCost;FoodReward;MoveCost;Score
7,9;2;4;-28;234;93;89;0
8;2;3;30;286;-54;-76;0
7,2;3;4;1;790;-13;-25;0
9,6;0;4;-8;679;-45;-41;0
6,2;3;1;88;35;56;-8;0
9,3;4;3;-24;399;75;41;0
4,2;9;3;57;403;54;79;0
6,1;2;1;10;234;15;95;160
1,1;7;3;91;106;27;16;0
1,3;1;4;71;-7;-29;-76;0
1;8;2;74;777;-61;70;0
0,2;2;4;-3;408;-100;53;0
1,4;4;3;43;882;65;75;0
4,5;5;2;81;524;-3;-56;0
5,7;8;3;9;875;84;89;0
1,1;0;0;38;224;-39;-100;0
3,4;7;1;21;718;60;-68;0
2,4;2;1;93;536;-59;40;0
7;6;1;99;233;-10;37;0
1,6;5;3;-69;377;34;82;0
6,8;4;0;-33;800;-59;-62;0
5,4;0;1;-33;252;-82;47;0
7,2;1;2;-99;946;69;99;0
3,6;0;4;92;767;-66;50;0
5,5;2;4;43;821;76;-43;0
2,6;5;2;35;401;-13;13;0
6,8;2;2;22;542;-42;-31;0
4;4;1;6;445;-2;-44;0
6,4;9;4;15;285;69;-54;0
6,8;6;0;-11;924;-68;-85;0
4,3;3;1;7;175;-27;58;0
4,9;0;1;-85;995;-39;73;0
7,4;6;2;-40;392;62;50;0
5,7;7;0;48;732;-2;-32;0
6,6;8;2;1;133;25;-64;370
3,4;1;0;-98;715;34;-13;0
0,9;8;3;51;354;-45;-48;0
1,4;9;2;-41;193;45;91;0
8,5;4;3;-46;-45;19;11;0
9,3;4;1;-44;768;-24;-57;0
6,8;9;2;-59;811;54;61;0
1,5;2;2;64;231;-89;82;0
5,4;5;1;87;532;94;92;0
2,6;8;0;53;-84;71;-69;0
1,1;2;1;11;905;75;-74;160
5,8;1;4;97;-39;89;-11;0
7,5;9;4;79;724;-42;-70;0
0,9;4;2;-83;352;34;83;0
0,7;1;4;18;838;3;93;0
2,9;7;0;-91;37;-94;-78;0
6,2;4;3;17;-5;-64;8;0
1,2;2;3;-69;587;-17;63;0
5;2;1;74;50;-34;18;0
8,2;1;4;-70;521;-37;-12;0
3,9;7;4;99;454;98;17;0
4,1;0;1;-44;620;59;8;0
0,6;3;1;7;369;-28;34;0
8,9;1;2;62;50;37;73;40
8;5;1;91;-62;-86;-80;0
5,4;5;0;9;768;-41;-84;0
3,2;1;2;65;536;-59;-30;0
5,7;3;2;55;163;26;-89;0
4,4;0;4;42;880;54;-17;0
0,3;4;0;73;121;1;-45;0
8,3;2;2;-95;966;73;21;0
5;2;3;2;610;-14;-60;0
4,7;8;1;-45;184;-100;53;0
9,4;1;0;18;297;15;73;160
9,3;6;3;58;527;37;-79;0
4,4;2;2;4;700;54;16;160
7,4;8;1;8;873;-42;-98;0
0,4;9;1;89;-63;-35;-66;0
3,8;3;0;-64;872;-47;-67;0
0,9;6;2;42;913;-17;-77;0
3;1;3;-26;649;-9;53;0
1,2;7;0;-72;732;77;97;0
7,6;0;0;-89;85;46;76;0
3,7;2;1;-43;545;-97;9;0
6,2;3;1;88;989;56;-24;0
4,9;3;1;-53;383;55;28;0
3,4;0;2;-65;196;34;-47;0
1,5;4;1;18;80;-89;-11;0
9,9;3;0;-89;924;-68;14;0
0,8;1;0;-78;688;-95;-10;0
1,4;2;0;43;904;-13;-55;0
0,4;2;2;18;987;-12;14;0
0,8;6;4;-11;924;-68;-85;0
2,3;5;2;-87;-86;-73;50;0
8,9;4;4;48;911;-19;-21;0
3,4;8;4;91;-19;39;-88;0
6,9;8;1;-30;486;42;63;0
3,4;8;4;-4;873;24;-87;0
4,5;5;1;-45;882;47;-53;0
6,2;7;1;-75;757;99;-37;0
5,4;9;1;-57;724;-42;-70;0
1,3;2;0;67;857;-12;-43;0
8,4;3;1;72;97;-21;-26;0
1,4;3;1;-70;409;92;41;0
3,3;5;3;69;854;42;-63;0
1,8;0;0;-40;718;61;44;0
6,4;1;2;70;667;89;88;160
6,1;6;2;-19;847;54;5;0
7;2;3;-14;977;85;-92;0
9,8;9;0;42;486;68;87;0
4;8;2;-8;139;-21;20;0
9,9;8;4;-43;955;-58;-16;0
6,8;1;4;20;240;44;-26;0
5,7;0;1;83;482;91;72;160
3,5;3;4;-79;564;-98;86;0
4,5;7;0;-37;390;-98;93;0
6,6;1;1;1;667;4;-57;160
1,7;4;3;-22;951;-24;95;0
1,3;6;4;2;396;-84;-49;0
8,6;5;4;-65;991;87;-17;0
1,6;6;3;-65;613;55;-12;0
6,2;3;3;41;7;53;-87;0
4,6;3;3;-42;630;-41;46;0
9,6;0;2;32;958;-19;-88;0
6,8;2;2;30;777;74;5;160
2,3;3;4;73;543;-53;-64;0
1,1;6;1;55;-24;37;-89;20
0,8;5;4;-85;638;3;-96;0
8,7;1;1;31;6;-10;-28;0
7,1;7;2;38;4;27;6;0
3,7;5;2;13;631;-57;-45;0
9,7;0;0;18;-9;50;-73;0
8,7;4;3;10;853;3;75;0
4,8;8;4;43;150;-39;48;0
0,9;9;2;81;514;16;76;0
3,1;9;4;-100;489;18;-17;0
4,8;5;2;51;901;-59;14;0
0;5;3;81;233;-36;-42;0
7,9;2;4;23;234;-59;77;0
7,3;2;2;-27;470;5;-3;0
7,4;5;1;23;954;-39;-57;0
7,5;5;3;-61;-36;56;-58;0
9,1;7;1;-39;-11;75;22;0
8,4;3;4;69;736;54;-71;0
2,3;7;0;73;712;-20;15;0
1,4;9;3;20;398;45;59;0
3,3;0;3;11;920;-69;-25;0
9,3;0;0;-65;413;-44;-7;0
6,2;5;0;68;454;-4;-69;0
4,7;3;1;-53;317;30;90;0
7,2;7;3;-69;-10;-68;-21;0
1,5;2;3;0;892;88;78;0
0,8;5;1;-70;975;-83;-66;0
1,2;3;2;91;260;-86;-55;0
5,8;1;0;-13;196;64;-22;0
1,4;1;0;20;506;34;-64;160
0,3;4;1;64;919;54;61;60
7,2;0;0;-85;-99;-89;51;0
4,9;9;4;69;-39;60;-92;0
5,1;0;1;-74;169;-45;26;0
4,2;3;0;-63;41;84;57;0
2,6;8;3;5;178;-36;95;0
8,9;7;2;74;226;83;23;0
0,2;3;0;-39;775;-96;-45;0
9,1;9;1;-1;847;66;72;70
5,6;8;4;95;590;53;64;0
8,6;7;0;32;164;21;41;0
6,8;3;4;-10;30;52;77;0
2,9;1;3;-43;735;-97;9;0
6,1;8;4;-61;124;-84;10;0
4,7;9;0;-88;643;-68;18;0
7,4;2;3;-52;598;3;80;0
7,1;0;1;76;785;-10;6;0
3,9;5;4;-4;964;72;-52;0
0,7;6;1;95;143;22;85;0
2,8;1;1;36;191;-4;65;0
0,6;1;0;72;627;14;94;0
0,7;1;3;18;838;-3;89;0
9,6;4;4;-89;234;-73;8;0
9,6;5;0;77;-12;-20;-88;0
4,7;2;3;36;287;17;-50;0
2;3;2;48;463;38;-44;0
0,9;7;4;40;92;13;46;0
5,6;7;0;-60;318;-17;63;0
4;0;0;1;336;29;6;0
5,1;4;1;-41;521;79;30;0
3,1;6;2;-38;49;63;57;0
4,5;8;2;-36;678;44;-88;0
9,6;3;0;36;318;99;72;0
3,3;7;0;43;625;-35;-24;0
7,5;3;1;29;392;98;-28;0
2,3;3;4;-52;462;-53;-87;0
4,8;6;3;9;138;-67;-48;0
0,6;9;4;-31;-5;30;-35;0
9,2;1;3;42;429;-46;-13;0
4,5;2;0;-100;786;-66;-23;0
8,5;5;3;43;744;33;73;0
6,2;9;4;37;993;-91;67;0
1,3;8;1;38;68;-57;40;0
3,2;4;3;-95;545;1;75;0
3,8;3;2;-45;113;-62;25;0
6,2;4;0;-32;732;74;23;0
2,6;2;0;78;310;-64;80;0
3,7;4;4;-28;328;85;86;0
4,3;1;3;-68;175;-27;-50;0
4,4;2;0;-55;880;1;14;0
8,7;0;4;67;785;-72;-96;0
0,8;5;3;61;454;-25;-4;0
7,5;9;1;20;998;-92;-26;0
4,6;4;3;-87;484;22;91;0
2,9;9;0;35;9;93;44;0
6,3;7;4;38;225;-21;-57;0
7,8;1;4;27;613;-85;81;0
2,5;4;2;-95;389;-69;-28;0
5,1;2;4;-55;462;-98;74;0
0;9;1;-84;732;-73;11;0
3,1;5;2;-13;546;84;-40;0
0,6;7;2;50;423;-99;12;0
3,6;6;4;-89;90;15;-96;0
6,8;3;3;37;964;73;82;0
9;4;2;2;825;-13;86;0
3,3;5;1;75;992;-14;62;0
6,1;7;1;40;377;13;46;0
9,2;7;2;82;100;-21;40;0
5,5;8;2;-45;404;-100;53;0
6;4;4;39;585;96;-94;0
2;6;4;-99;689;80;7;0
6,8;1;0;20;240;-95;4;0
3,2;2;0;43;132;-13;-55;0
5,9;9;3;-12;845;-60;-8;0
0,8;8;4;46;900;-59;34;0
6,4;8;2;83;-68;91;-4;10
2,8;1;4;35;111;56;71;0
7,8;4;2;85;799;-64;-70;0
1,2;6;1;89;664;59;23;10
4,8;0;2;-65;235;-99;38;0
2,2;5;0;-79;813;-2;-66;0
7,4;0;0;17;479;62;-75;0
8,2;1;2;94;322;-49;-86;0
9,2;2;3;-99;-87;34;1;0
6,2;9;3;51;221;64;-69;0
9;1;2;-65;-98;-48;41;0
4,7;8;4;7;535;-30;-94;0
4,4;8;0;2;175;-60;6;0
1;6;0;-76;622;-21;69;0
3,4;3;0;62;937;34;-47;0
6,9;5;3;-19;-57;-75;-2;0
5,7;6;0;38;480;80;-84;0
7;3;0;-98;429;-96;-36;0
7,8;1;0;27;973;80;45;160
3,2;4;0;-3;908;-52;0;0
3,9;3;2;-84;282;53;4;0
3,8;1;0;-1;253;86;78;0
3,6;7;0;58;780;-21;81;0
0,4;7;3;-67;-44;-97;-91;0
0,8;4;4;-28;-10;-12;86;0
9,5;6;2;-93;440;-21;-43;0
6,8;9;3;45;955;77;-99;0
2,9;0;3;49;277;48;-45;0
3,8;3;3;80;489;7;-91;0
7,6;5;4;32;9;86;0;0
5,7;8;0;80;318;-92;-23;0
8;2;1;2;907;3;4;160
7,3;9;0;89;576;29;-32;0
5,2;8;4;-40;682;16;16;0
8;4;0;31;590;88;36;0
9,9;1;3;-92;630;36;-97;0
4,7;5;1;34;-17;80;-23;0
9;6;1;79;277;-37;65;0
7,2;4;2;1;320;-10;65;0
5,3;9;2;-44;529;16;70;0
8,4;7;4;29;765;62;32;0
7,6;1;2;-83;-51;6;-56;0
6,8;9;2;-72;811;54;61;0
5,2;0;1;66;918;96;34;160
9,9;4;4;-71;121;-30;-74;0
1,1;9;4;-79;221;-29;-99;0
7,7;4;4;-43;524;98;16;0
5,6;1;1;-21;804;-84;-30;0
9,6;7;1;37;599;74;27;0
0,3;9;0;35;9;68;44;40
4,1;8;3;-50;318;74;33;0
9,9;2;2;45;86;5;-52;0
8,9;8;2;-49;332;-19;-64;0
1,4;7;3;84;377;11;-38;0
0,7;5;0;85;323;27;16;0
9,9;8;2;82;322;93;28;0
7,2;5;4;12;135;-59;-70;0
5,6;8;2;-75;679;-11;-57;0
5,2;9;2;3;734;51;-34;540
5,7;5;3;38;276;-28;80;0
5,3;3;4;2;647;8;31;160
7,4;0;2;93;853;-35;-4;0
2,9;7;4;-91;861;-94;-78;0
7,4;6;2;33;778;52;-73;0
3,6;4;4;-95;196;-93;59;0
3,4;2;1;90;142;-90;-44;0
8,6;9;3;68;179;-64;53;0
2,3;2;4;54;224;9;-11;0
0,7;2;0;44;-74;91;-90;160
9,1;6;1;-85;471;-73;17;0
9,8;2;4;-45;583;80;53;0
8,5;6;1;73;898;61;50;0
8,6;7;2;-6;787;87;29;0
2,7;4;4;-14;99;-17;-75;0
0,4;9;2;35;-38;-73;0;0
9;5;0;77;572;-89;56;0
3,1;8;2;14;306;-4;-84;0
8,5;8;4;-28;795;23;-79;0
4,5;6;1;-62;752;-82;22;0
0,6;6;0;42;514;26;-34;30
7,1;2;1;-93;54;-37;-34;0
8,9;1;2;-59;470;74;-6;0
4,9;5;1;-86;90;92;-60;0
6,9;4;2;-42;352;84;21;0
4,4;0;0;-32;825;27;27;0
1,1;2;4;-75;498;87;-42;0
7;5;2;17;718;94;-84;0
8,9;3;1;23;706;94;-80;0
4,2;5;2;17;520;-94;73;0
0,7;9;4;54;-36;-83;-90;0
3,9;5;3;86;995;-37;-98;0
0,7;8;3;53;354;-45;-81;0
5;5;0;68;203;62;94;0
2,5;8;2;-10;501;-64;32;0
0;8;2;-87;224;82;82;0
5,4;1;0;98;500;-49;84;0
3,9;0;4;40;964;72;12;0
3,9;2;1;-59;471;-51;-34;0
5,6;1;0;-21;804;-20;-35;0
8,5;4;2;-12;735;-16;-65;0
6,8;0;2;-64;44;21;65;0
3,4;7;1;87;973;-39;-26;0
3,5;5;4;42;147;-48;-43;0
8;5;0;-45;531;-91;36;0
4;0;2;0;984;94;91;0
7,7;6;0;-93;957;27;-44;0
3,9;3;1;3;862;24;36;160
9,7;2;4;-57;248;-42;-10;0
2,6;8;2;78;866;68;22;0
8,4;5;4;74;-76;34;-35;0
1,7;5;4;57;823;-20;-80;0
6,1;0;3;-87;239;29;48;0
6,8;5;2;-24;858;43;90;0
5,4;3;1;22;569;-96;-12;0
6,4;2;1;-27;493;-97;-22;0
2,1;8;3;82;955;6;-23;0
5,2;7;0;39;-57;43;21;40
5,6;1;0;1;724;86;-1;160
1,4;4;3;10;519;94;-69;0
5,9;0;1;83;482;-70;84;0
0,5;5;0;-59;531;-24;-96;0
2,1;4;4;-19;153;39;47;0
7;0;2;14;908;14;11;160
5;3;3;26;543;-93;67;0
7,8;2;3;58;295;4;44;0
1,5;6;2;2;920;-99;55;0
8,5;1;4;-45;776;-20;33;0
5,6;1;0;34;250;80;32;160
4;7;3;22;755;85;-37;0
1,5;1;3;62;299;28;-36;0
9,5;4;1;-96;903;-66;29;0
6;4;0;97;189;96;-80;0
7,2;5;3;-24;606;-10;69;0
8,1;3;4;-65;380;-13;52;0
9,6;2;1;-24;318;-89;-95;0
3,9;6;0;2;847;-10;-93;0
0,2;1;1;37;189;-88;-23;0
7,4;1;1;54;488;75;-36;160
6;9;1;-12;309;-43;81;0
2,7;4;0;-14;255;73;-2;0
5,8;1;2;-32;471;-63;-40;0
8,5;2;2;47;-25;-3;73;0
5,2;3;4;-39;697;-6;75;0
3,2;2;2;91;132;-13;56;0
8,6;3;4;-66;768;66;92;0
0,8;4;0;-71;998;-92;-26;0
5,6;2;2;24;777;-9;5;0
3,8;9;1;74;563;-71;95;0
5,6;4;0;21;459;68;-51;0
4,7;3;2;-17;292;52;-31;0
2,7;8;4;-93;508;36;35;0
5;0;2;-67;955;-15;73;0
8,8;1;0;43;307;-13;-55;0
1,6;7;0;2;940;65;-67;480
6,6;8;2;1;133;34;-64;400
3,8;1;0;67;38;69;-1;170
7,4;1;0;89;53;56;83;170
7,4;1;1;73;5;75;-6;170
5,5;1;0;45;25;33;9;170
3;5;4;2;712;27;-75;380
1,9;6;1;4;534;11;56;350
0,1;6;0;43;767;67;73;190
0;0;4;4;147;-39;8;0
4,2;2;4;2;847;91;7;400
5,3;3;4;2;647;8;-68;480
6,2;3;2;2;923;28;8;400
1,6;3;2;2;766;59;3;400
1,6;3;1;4;881;3;91;400
3,9;3;1;3;862;24;38;400
0,1;4;0;42;153;41;80;190
9,6;2;2;36;318;75;38;340
0,1;2;1;16;934;76;33;340
8,1;2;2;44;166;59;19;340
3,8;2;1;51;557;-66;61;0
6,1;2;1;10;234;18;95;340
4,4;2;2;4;700;76;16;340
6,4;1;2;70;667;-63;88;0
6,8;2;2;30;777;74;5;340
8;2;1;2;907;3;-16;340
7;0;2;14;302;14;11;340
0;8;2;23;465;69;-37;340
5,8;2;1;50;381;46;-4;340
1,3;1;0;13;559;95;-25;170
6,8;2;2;13;542;26;-97;340
6,4;2;2;39;507;68;-38;340
8,6;2;1;19;429;71;-25;340
9,5;0;2;4;260;35;-87;340
1,1;1;2;45;833;68;78;340
7,8;0;1;15;892;13;-54;170
3,3;1;0;29;627;78;75;170
2,3;2;3;2;842;18;-46;660
2,3;1;1;44;184;45;53;170
4;1;1;73;282;-21;14;0
4;0;2;21;170;26;-46;340
4,5;3;3;3;-33;8;-81;0
1,5;2;1;80;998;78;-39;340
5,3;1;0;2;523;72;25;170
1,2;2;2;64;849;-19;-12;0
7,5;1;1;38;480;59;90;170
1,1;2;1;11;905;75;84;340
9,4;1;0;18;551;15;73;170
5,7;0;1;83;482;0;72;0
6,6;1;1;1;667;4;-57;170
1,4;1;0;20;506;34;-12;170
7,8;1;0;27;973;-58;45;0
5,2;0;1;66;918;96;34;170
0,7;2;0;44;593;91;-90;340
5,6;1;0;1;724;86;-4;170
5,6;1;0;34;250;80;28;170
7,4;1;1;54;488;68;-36;170
1,3;2;2;2;488;19;11;340
1,7;0;2;2;263;-54;42;0
6,6;2;2;1;148;-73;83;0
5,2;1;2;2;843;95;34;340
1,4;2;1;96;275;86;57;340
1,4;2;0;78;856;52;22;340
0;0;2;71;662;61;89;340
3,7;0;2;70;219;43;11;340
0,5;2;1;39;454;19;-4;340
7,9;0;2;7;535;51;-31;340
5;1;2;81;534;55;76;340
6,2;1;2;59;472;92;36;340
2,6;2;0;78;395;59;98;340
0,6;2;1;14;517;47;72;340
9,5;2;2;9;289;39;42;340
6,4;2;2;27;-84;56;47;50
5,5;2;1;51;-20;36;73;20
1,3;2;1;74;537;30;1;0
5,4;2;1;2;571;39;27;340
4,2;1;2;57;403;91;-9;340
9,9;2;0;25;756;61;91;340
0,4;2;1;13;524;60;16;340
2,5;2;1;61;898;46;49;340
6,3;1;2;74;657;56;42;340
1,4;2;1;39;543;69;58;340
8,5;0;2;30;401;41;56;340
3;2;0;36;492;75;41;340
7;2;1;78;816;59;-4;340
1,6;1;1;44;-39;60;-64;50
1,3;1;3;2;342;10;6;400
1,7;8;0;57;9;-37;42;0
2;0;1;63;-37;75;11;50
0,2;6;4;4;524;40;91;350
8,9;4;4;3;761;27;18;400
8,5;4;4;2;306;65;75;400
7,8;0;4;2;102;65;4;400
9;4;4;2;693;65;27;400
9,1;1;3;1;503;79;-57;660
8,5;3;2;2;535;72;55;400
0,8;0;3;2;776;42;86;400
0,2;7;3;2;973;24;-60;480
0,2;5;3;2;981;18;-60;380
6,6;3;0;1;348;25;-71;660
7,4;4;0;2;139;61;-49;480
6,3;6;4;22;575;-92;90;0
3,8;7;2;26;32;41;82;0
1,6;3;3;64;616;30;3;0
3,6;0;3;2;981;-34;-33;0
1;1;1;-26;-36;59;26;0
0,2;6;0;97;-52;99;82;50
8,1;1;4;56;302;14;11;0
6,1;9;4;-1;289;-19;42;0
2,3;0;1;45;419;10;31;0
6,3;6;1;3;457;33;84;350
0,6;9;0;2;385;-43;-85;0
3,8;3;0;-18;332;40;11;0
9;6;4;78;170;90;-99;0
7,2;3;1;-3;869;19;88;0
5,7;9;3;69;178;6;-47;0
0,5;3;2;-47;506;-43;3;0
5,7;7;4;2;766;-46;-12;0
0;7;2;78;422;27;-91;0
2,5;2;4;78;623;19;-47;0
6,4;2;4;-11;724;6;-89;0
1,1;7;0;-14;538;0;-11;0
1,7;1;1;22;764;94;1;170
1,9;7;1;4;105;11;-6;480
0;7;2;37;839;12;73;0
1,9;2;1;49;-8;-72;13;0
9;1;1;-57;662;65;-78;0
4,5;7;1;65;501;-26;83;0
1,2;2;3;39;596;69;-52;0
1,4;6;4;38;449;52;-59;0
3,2;4;1;61;244;73;-71;0
0,5;6;1;-18;332;40;11;0
2,3;3;1;-83;596;-49;-56;0
3,6;2;1;82;700;-56;11;0
0,2;4;2;-70;505;46;74;0
3,9;6;1;61;164;69;-46;0
9;6;2;-95;59;-76;-99;0
7,8;5;0;-27;211;72;4;0
9,5;2;4;70;289;88;15;0
4,5;3;2;-66;846;-94;-5;0
0,1;4;2;4;992;11;52;400
1,3;1;3;-78;96;10;81;0
0,4;8;1;2;940;65;-49;400
5,9;2;4;-38;919;9;-51;0
7,2;2;2;-77;93;27;-75;0
1,1;0;1;57;366;-37;42;0
1,5;9;2;80;409;19;-39;0
1,3;1;2;-42;735;-100;-3;0
4,4;1;1;-50;410;57;-38;0
4,9;9;1;2;604;-43;89;0
6,3;6;1;73;113;63;93;0
0,9;8;2;-14;440;0;-11;0
6;5;4;69;952;6;-47;0
0;8;4;40;651;37;8;0
6,1;7;1;-1;289;-19;30;0
0,7;1;1;13;253;-53;-50;0
3,3;2;2;78;921;81;-21;340
1,1;8;4;2;558;59;-8;400
1,7;8;0;98;998;-37;51;0
5,7;1;4;44;184;-38;53;0
9,8;0;1;22;480;-29;-16;0
7,4;9;2;14;532;37;-25;0
6,4;3;2;14;724;94;68;0
5;8;2;-44;438;-60;8;0
9,9;6;1;-20;-97;-11;-12;0
4,9;7;4;69;763;5;22;0
9,1;1;1;-20;-36;-91;-52;0
3,9;0;0;81;967;-22;76;0
6,7;8;2;2;558;59;-24;400
6,8;6;0;79;407;11;56;0
6,3;0;2;-65;144;52;-52;0
6,4;6;4;-87;449;52;-31;0
1,3;2;0;49;82;46;-43;340
7,9;2;3;80;492;51;41;0
8,4;2;4;-14;438;-27;-59;0
7,8;2;1;87;488;50;11;340
8,2;5;1;26;452;-71;82;0
9,5;9;3;4;52;-93;-13;0
8,1;8;4;40;166;59;19;0
6,6;4;1;88;250;34;-10;0
7,8;7;2;89;704;73;22;0
9,4;2;3;35;875;79;-9;0
7;1;1;40;858;75;11;170
2,3;9;0;44;317;-12;-50;0
7,5;5;0;12;250;97;-43;0
4;9;4;99;156;18;-50;0
6,3;5;4;-85;614;99;-87;0
7,2;6;1;24;849;-68;-12;0
6,4;2;1;39;749;68;-38;340
9,7;4;1;-45;766;-46;7;0
0,1;3;3;-44;535;-60;96;0
3,9;9;0;-6;397;79;-57;0
5,2;9;4;36;816;-85;-19;0
9,4;3;3;35;875;-14;56;0
6,6;8;0;99;150;-71;8;0
0;4;1;-56;839;12;34;0
3,9;4;3;4;922;-17;11;0
3,9;1;2;1;724;86;-4;340
0,5;7;1;-47;316;6;-27;0
0;6;1;-33;317;6;77;0
7,4;1;2;16;470;62;83;340
6,1;2;1;73;126;72;-55;340
1,6;3;1;2;210;59;3;400
2,8;4;2;-46;946;11;74;0
3,9;7;4;44;669;-66;85;0
8,1;2;2;-39;998;-57;38;0
5,1;3;2;85;73;65;35;0
8,6;9;4;37;442;24;84;0
6,8;2;1;-78;542;77;28;0
3,6;2;0;35;21;-56;2;0
2;7;0;78;129;-17;-9;0
7,7;3;0;-10;413;-14;-95;0
4,3;1;2;83;603;12;72;0
7,4;9;3;73;5;75;64;0
7,4;1;4;89;807;74;-23;0
1,1;9;0;24;323;72;53;10
6,3;6;4;84;933;14;68;0
7,6;7;1;-29;353;-55;65;0
0;1;2;-21;422;27;-91;0
1,2;0;2;-72;451;-63;76;0
9,9;8;4;45;256;-45;25;0
4,9;5;4;13;172;-26;25;0
4,5;3;1;23;846;-76;-5;0
7,8;6;0;-21;194;42;67;0
8,9;7;3;37;724;-84;63;0
4,7;6;2;-18;452;84;-4;0
0,7;2;1;-39;317;-14;61;0
3,8;3;3;89;378;-43;15;0
1,5;5;2;70;129;-14;-85;0
6,5;8;0;-12;674;-24;28;0
0,5;0;4;63;492;-46;-64;0
2,4;6;1;43;800;67;-21;0
4,2;2;1;86;-86;99;-4;170
7,8;4;3;-95;296;-33;25;0
9,6;3;1;3;422;11;-61;650
3,5;9;1;-6;121;10;42;0
2;7;1;52;667;-63;88;0
0,5;8;4;19;481;-27;21;0
6,4;5;2;27;724;39;-99;0
5,2;1;0;77;843;95;34;170
0;8;3;83;987;37;-4;0
3,9;1;4;79;724;86;-4;0
6,8;5;1;79;476;74;56;0
0,3;5;2;74;46;-41;-12;0
0,4;8;0;-82;653;21;16;0
9,3;5;3;-18;332;12;-43;0
1,7;2;2;49;-8;85;13;40
0,4;3;2;27;853;26;-99;40
8,1;2;4;72;546;2;14;0
9,2;6;3;-21;440;-77;72;0
2,1;2;3;75;910;14;-39;0
1,1;1;2;63;96;10;81;0
9,8;6;2;22;845;-29;44;0
2;8;1;13;49;-59;-40;0
0,2;2;2;2;571;25;27;340
2,8;4;4;2;923;-35;-31;0
5,9;5;3;33;651;-67;25;0
9;3;0;-56;575;12;34;0
7;8;2;94;488;-41;53;0
4,4;9;3;4;47;33;-59;330
9,1;0;4;2;263;44;51;400
9,4;2;2;80;867;-14;-81;0
1,3;3;4;22;559;95;-66;0
3,9;0;0;4;922;-17;11;0
7,4;9;3;-15;160;67;-21;0
8,3;0;4;-14;181;-59;40;0
4;1;3;-17;460;-57;58;0
8,4;1;4;-78;603;-43;-72;0
7,7;8;3;30;456;-17;-14;0
8,6;9;4;37;460;47;74;0
0,9;8;3;-63;805;61;94;0
6,9;9;4;99;71;-25;65;0
9;9;4;4;941;-51;51;0
1,3;7;4;13;805;-11;-25;0
8,1;7;2;42;916;79;-15;0
7,1;5;0;62;422;11;-61;0
3,3;1;4;-100;724;79;-23;0
8,5;6;2;6;822;52;7;0
2,8;0;1;-23;923;17;88;0
7,7;8;2;-83;362;37;-32;0
4,5;2;1;76;907;38;-35;340
7,4;7;0;35;282;-49;-10;0
6,9;1;1;-11;25;51;9;0
8,7;1;2;21;320;94;-8;340
1,2;6;1;99;472;76;-39;10
8,6;1;4;-50;529;10;81;0
5,2;6;2;13;552;-11;89;0
7;2;4;-41;887;75;-33;0
8,5;0;1;8;952;-2;-57;0
1,6;2;2;73;933;18;-21;0
1,6;2;3;2;465;84;60;400
2,4;1;4;97;475;94;81;0
8,3;9;0;-89;488;17;26;0
1,1;8;3;95;226;10;-17;0
8,1;9;0;56;863;-94;11;0
4,4;2;3;87;582;77;28;0
0,7;3;1;-39;712;-14;53;0
8,4;3;2;57;639;-1;42;0
0,3;0;0;-23;536;-6;34;0
9;4;4;-49;422;95;68;0
8,7;2;1;-8;977;16;19;0
5,6;1;3;30;108;74;-38;0
5,8;2;2;-70;724;-34;-4;0
9,2;0;3;-16;400;-58;-69;0
7,6;0;4;57;139;18;4;0
2,6;1;3;78;902;9;22;0
1,5;4;3;50;17;29;-4;0
5,7;9;3;27;264;66;48;0
3,9;7;4;79;724;-19;18;0
1,6;7;2;45;-83;-71;-67;0
0,7;0;4;4;-53;61;87;0
4,9;5;2;13;172;27;25;0
1,1;7;1;-77;570;-76;46;0
8,9;8;0;2;707;59;-24;400
9,9;1;4;-82;215;99;9;0
7;6;2;43;187;68;20;0
5,4;3;0;3;353;-68;98;0
8,1;1;0;-78;302;2;11;0
5,4;3;3;-1;-88;-30;73;0
9,7;1;4;81;78;32;-62;0
6,3;7;1;-32;144;50;-52;0
2,2;5;0;-22;426;74;4;0
4,8;8;2;-71;121;51;-94;0
3;5;2;-47;506;0;-49;0
5,2;4;2;99;150;-93;-15;0
8,8;8;0;5;451;12;45;0
2,5;6;0;43;816;-85;-19;0
5,7;9;4;-78;96;-4;-19;0
1,9;2;4;37;846;-98;-94;0
0,1;1;1;-31;-70;53;81;0
2,4;2;0;16;975;34;-64;340
9,9;1;3;45;256;-96;-15;0
6,1;9;1;5;357;12;5;0
5,6;3;2;2;533;28;14;400
4,5;3;4;3;898;8;-81;530
2,1;3;2;3;204;24;38;400
1,6;3;0;2;705;59;3;400
5,8;8;1;76;506;91;-94;0
8,4;8;3;36;740;72;-11;0
5,6;8;1;-53;120;73;41;0
4,1;6;0;-68;663;15;-63;0
5,6;0;4;29;560;-59;-67;0
1,1;4;1;-56;905;65;44;0
3,5;8;2;89;715;56;83;0
0,5;0;1;-47;924;-39;-27;0
4,7;4;0;6;378;-43;-24;0
8,5;6;2;13;535;72;-54;0
4,5;1;3;-32;275;-39;-28;0
4,9;2;4;93;488;50;11;0
8,9;6;4;87;33;-84;-53;0
8,7;9;3;-8;-45;-45;37;0
0,3;9;0;55;170;25;59;60
1,1;4;4;-58;432;65;44;0
